id,age,region,industry,company_size,acquisition_channel,visits_30d,emails_opened_30d,avg_session_min,support_tickets_90d,last_purchase_days,orders_12m,total_spend_12m,converted,cluster
1283,38.0,Midwest,Education,1000+,partner,6,0,5.36,4,83,1,517.11,0,1
1284,,South,SaaS,11-50,events,12,3,8.75,0,53,1,915.9,0,2
1285,37.0,Northeast,SaaS,1-10,ads,6,4,10.1,0,69,1,579.21,0,0
1286,20.0,Northeast,Education,1-10,referral,7,2,8.07,0,103,3,154.56,0,0
1287,65.0,West,Finance,201-1000,partner,10,0,5.63,0,16,1,300.82,0,1
1288,30.0,West,E-commerce,51-200,referral,8,3,4.37,1,132,1,895.27,0,0
1289,23.0,Northeast,Healthcare,11-50,partner,10,4,7.75,0,24,1,831.72,0,2
1290,50.0,Midwest,,51-200,partner,13,2,5.56,1,1,1,514.02,0,1
1291,30.0,West,,11-50,web,7,3,5.66,0,107,3,663.4,0,0
1292,62.0,South,Education,11-50,web,5,3,6.01,0,19,0,390.26,0,1
1293,41.0,South,E-commerce,201-1000,web,9,4,8.44,2,4,3,453.03,1,2
1294,18.0,Midwest,Healthcare,51-200,web,10,3,,0,3,2,1096.06,0,2
1295,67.0,Midwest,E-commerce,201-1000,referral,7,0,8.76,2,73,3,414.21,0,1
1296,44.0,Northeast,Healthcare,51-200,web,10,1,6.52,1,3,3,789.9,0,2
1297,31.0,South,E-commerce,1000+,events,6,2,4.52,0,39,3,430.08,1,1
1298,53.0,Northeast,E-commerce,11-50,events,4,3,7.97,1,70,3,406.67,0,1
1299,45.0,Northeast,Healthcare,11-50,web,8,3,10.16,1,138,3,729.64,0,0
1300,19.0,South,Manufacturing,1-10,referral,6,5,8.71,0,24,2,741.67,0,2
1301,57.0,West,Education,51-200,partner,5,1,6.96,2,267,3,452.43,0,0
1302,38.0,South,E-commerce,51-200,partner,11,3,5.42,3,27,3,897.54,0,2
1303,,South,Manufacturing,201-1000,ads,3,4,7.26,3,41,1,423.79,0,1
1304,64.0,South,E-commerce,11-50,events,5,2,9.04,0,208,1,300.48,0,0
1305,49.0,Midwest,Manufacturing,1-10,partner,8,4,7.01,3,18,2,569.89,0,1
1306,52.0,Midwest,E-commerce,51-200,partner,6,1,6.27,1,18,5,560.77,0,1
1307,31.0,South,Finance,1000+,ads,5,3,4.99,3,127,1,665.12,0,0
1308,30.0,Midwest,E-commerce,11-50,ads,12,2,12.2,1,3,1,691.61,0,2
1309,39.0,South,Education,1-10,referral,13,7,4.54,2,57,4,638.98,0,2
1310,62.0,West,E-commerce,11-50,ads,6,3,4.34,1,23,3,199.58,0,1
1311,45.0,West,Manufacturing,11-50,events,8,5,6.86,2,7,0,858.94,0,2
1312,36.0,Northeast,SaaS,11-50,referral,14,3,6.06,2,54,4,791.99,1,2
1313,58.0,Midwest,Finance,11-50,web,5,3,8.75,0,18,4,1125.15,1,2
1314,62.0,Northeast,SaaS,51-200,ads,5,2,8.83,0,42,2,450.78,0,1
1315,64.0,Midwest,Manufacturing,11-50,partner,9,0,3.83,1,32,1,662.42,0,1
1316,33.0,Midwest,Healthcare,11-50,events,11,5,4.84,1,27,1,477.05,0,2
1317,54.0,Northeast,Education,1-10,ads,7,3,4.57,6,245,4,714.93,0,0
1318,48.0,West,Manufacturing,1000+,partner,7,3,8.23,2,82,5,1403.84,0,2
1319,,South,Finance,11-50,referral,5,2,7.44,1,35,1,825.62,0,1
1320,38.0,West,SaaS,11-50,ads,10,8,5.68,0,81,2,497.96,0,2
1321,23.0,Northeast,E-commerce,1-10,ads,9,1,6.98,2,5,3,592.55,0,2
1322,32.0,Northeast,E-commerce,51-200,referral,10,2,4.02,0,62,2,737.73,0,2
1323,46.0,Midwest,Manufacturing,201-1000,partner,6,2,4.87,1,76,4,615.32,0,1
1324,64.0,Northeast,,1-10,events,9,1,3.64,2,87,3,176.77,0,1
1325,63.0,Midwest,Healthcare,1-10,referral,4,2,6.82,0,17,4,657.03,1,1
1326,27.0,West,Manufacturing,1-10,web,6,4,6.81,0,33,2,235.37,0,1
1327,53.0,Northeast,E-commerce,51-200,events,0,1,4.33,1,81,4,0.0,0,1
1328,22.0,Northeast,Education,1000+,events,7,3,7.43,3,54,2,1044.74,0,2
1329,53.0,South,Healthcare,11-50,events,8,1,8.83,1,178,3,631.26,0,0
1330,35.0,South,E-commerce,11-50,referral,9,3,4.23,2,138,3,1132.53,0,2
1331,41.0,South,E-commerce,201-1000,partner,8,1,5.78,1,11,5,665.18,0,1
1332,55.0,Midwest,Healthcare,201-1000,partner,8,3,7.63,1,17,3,305.29,0,1
1333,40.0,West,Healthcare,11-50,partner,12,1,6.49,1,39,4,414.19,0,1
1334,59.0,Northeast,E-commerce,1-10,events,9,5,3.48,1,66,0,1440.03,0,2
1335,45.0,Midwest,Healthcare,11-50,events,2,3,5.53,3,55,0,77.67,0,1
1336,69.0,South,SaaS,201-1000,ads,11,6,5.46,2,18,3,1248.8,1,2
1337,51.0,West,Manufacturing,51-200,web,8,5,6.13,1,37,4,882.21,0,2
1338,33.0,Midwest,Healthcare,51-200,web,7,2,6.22,3,40,3,756.05,0,2
1339,58.0,South,SaaS,201-1000,events,8,5,9.95,3,13,4,722.38,0,2
1340,39.0,Northeast,Finance,11-50,events,6,1,6.04,0,74,0,271.3,0,1
1341,45.0,Northeast,Manufacturing,11-50,web,5,2,2.72,2,80,2,620.14,0,1
1342,25.0,Northeast,Healthcare,1-10,referral,8,5,6.7,0,31,1,981.01,0,2
1343,24.0,South,Manufacturing,201-1000,referral,6,1,10.35,1,72,1,526.66,0,0
1344,47.0,Midwest,Finance,51-200,referral,4,5,,0,53,3,860.82,0,2
1345,27.0,South,Education,11-50,partner,11,0,5.54,1,31,2,594.98,0,2
1346,69.0,Northeast,E-commerce,1-10,ads,13,3,5.83,1,349,2,1317.95,0,0
1347,62.0,West,SaaS,201-1000,ads,10,3,7.79,0,130,3,759.42,0,0
1348,54.0,West,Healthcare,201-1000,ads,13,4,5.82,1,62,2,1354.19,0,2
1349,56.0,Northeast,Manufacturing,51-200,partner,14,5,3.17,1,91,5,559.38,0,2
1350,48.0,Northeast,Education,11-50,partner,11,4,5.02,3,3,0,603.67,1,2
1351,21.0,Northeast,Education,1000+,web,6,3,6.36,2,52,6,521.46,1,2
1352,38.0,West,Manufacturing,201-1000,web,9,1,7.68,0,16,2,625.59,1,1
1353,43.0,Midwest,Healthcare,51-200,referral,7,7,5.22,1,95,4,817.3,0,2
1354,65.0,South,E-commerce,51-200,ads,10,4,5.85,1,12,2,441.72,0,1
1355,29.0,Midwest,Manufacturing,1000+,events,7,4,6.6,0,49,2,520.11,0,2
1356,43.0,West,Finance,1000+,events,6,9,4.79,3,111,0,416.65,0,2
1357,35.0,South,E-commerce,51-200,partner,8,1,6.3,1,102,5,477.98,0,0
1358,24.0,South,E-commerce,11-50,web,5,6,7.53,2,54,3,487.22,0,2
1359,23.0,West,Manufacturing,11-50,web,4,5,3.89,3,109,3,508.83,0,2
1360,36.0,Northeast,SaaS,201-1000,ads,7,5,7.17,2,15,2,955.42,1,2
1361,22.0,West,SaaS,51-200,ads,6,2,4.1,2,19,0,150.57,0,1
1362,21.0,Northeast,Education,1-10,partner,5,4,4.15,0,2,3,181.1,0,1
1363,36.0,South,SaaS,1-10,web,13,7,5.04,3,73,1,723.17,1,2
1364,28.0,West,E-commerce,1000+,events,9,3,9.5,1,74,5,1199.47,0,2
1365,46.0,South,Manufacturing,201-1000,ads,6,2,2.73,0,74,2,766.66,0,1
1366,18.0,South,Healthcare,1000+,ads,14,5,5.48,1,38,9,672.63,1,2
1367,33.0,Midwest,Education,11-50,web,8,2,6.44,3,30,3,779.0,0,2
1368,41.0,Midwest,Healthcare,201-1000,events,4,4,9.07,1,104,1,529.66,1,0
1369,68.0,Midwest,SaaS,201-1000,ads,7,1,10.79,1,60,2,885.57,0,1
1370,50.0,South,E-commerce,11-50,referral,15,3,5.57,2,36,3,922.8,0,2
1371,63.0,South,Education,1-10,referral,8,3,7.69,1,7,2,667.15,0,1
1372,35.0,Midwest,SaaS,1000+,referral,7,5,6.29,1,85,1,749.84,0,2
1373,41.0,Midwest,,1-10,web,14,4,6.28,2,192,4,1080.23,0,0
1374,39.0,Midwest,Healthcare,51-200,events,12,2,7.1,3,103,0,795.07,0,2
1375,64.0,Midwest,Healthcare,51-200,events,11,2,3.01,1,44,3,634.98,0,1
1376,67.0,Northeast,Manufacturing,51-200,events,3,2,6.39,0,20,7,533.82,0,1
1377,68.0,West,Finance,11-50,referral,9,3,7.49,1,30,0,546.08,0,1
1378,57.0,South,Finance,201-1000,ads,10,5,4.61,2,109,2,137.98,0,1
1379,44.0,Northeast,Healthcare,11-50,ads,7,3,7.51,0,15,2,789.91,0,2
1380,46.0,South,Healthcare,201-1000,ads,8,3,2.7,1,252,4,708.33,0,0
1381,68.0,West,Education,11-50,ads,11,2,6.71,1,137,1,726.23,0,0
1382,32.0,Midwest,SaaS,51-200,ads,9,7,9.45,0,213,2,937.58,0,0
1383,36.0,Northeast,E-commerce,201-1000,partner,12,4,6.02,1,24,2,451.12,0,2
1384,64.0,Northeast,Finance,1-10,web,2,1,4.35,0,18,4,426.79,0,1
1385,38.0,Northeast,Finance,11-50,web,8,4,3.36,0,73,3,346.91,0,1
1386,30.0,West,SaaS,201-1000,events,11,2,7.36,2,5,3,353.48,1,2
1387,47.0,West,Education,1-10,events,8,2,8.54,0,195,2,1030.97,0,0
1388,34.0,Northeast,Finance,1-10,events,5,2,6.38,1,21,1,430.37,0,1
1389,64.0,South,E-commerce,51-200,referral,5,6,5.48,0,22,5,550.83,0,1
1390,65.0,Northeast,Education,1000+,ads,2,4,2.25,0,22,1,643.76,0,1
1391,33.0,South,Manufacturing,51-200,web,12,2,6.77,2,30,4,735.6,0,2
1392,45.0,South,Healthcare,11-50,referral,6,3,4.98,2,7,3,219.97,0,1
1393,69.0,Midwest,E-commerce,1000+,partner,6,1,5.11,3,130,4,518.07,0,1
1394,56.0,Northeast,,51-200,referral,7,4,10.06,1,166,0,411.39,0,0
1395,29.0,South,Finance,11-50,ads,11,2,2.54,0,37,2,298.59,0,1
1396,48.0,West,SaaS,11-50,web,8,1,2.83,0,5,4,487.43,0,1
1397,50.0,Midwest,Healthcare,11-50,ads,5,5,7.01,0,115,5,378.45,0,0
1398,51.0,Northeast,SaaS,11-50,partner,10,3,5.65,0,2,2,699.52,0,2
1399,19.0,Northeast,SaaS,51-200,ads,8,1,5.36,1,0,4,699.81,0,2
1400,33.0,South,Healthcare,1-10,ads,4,3,7.1,1,11,0,566.63,0,1
1401,62.0,South,Education,51-200,events,9,1,7.06,1,185,1,614.12,0,0
1402,30.0,West,Manufacturing,11-50,referral,9,4,4.36,0,66,4,794.27,0,2
1403,33.0,South,SaaS,11-50,referral,8,3,5.2,1,19,2,666.39,0,2
1404,34.0,West,E-commerce,1-10,partner,6,1,6.61,1,135,1,132.49,0,0
1405,27.0,West,Healthcare,51-200,ads,11,2,6.87,2,61,0,980.9,1,2
1406,26.0,Midwest,Finance,201-1000,events,5,2,7.56,1,4,2,649.98,0,1
1407,36.0,South,Manufacturing,11-50,web,7,1,5.22,2,12,2,440.42,0,1
1408,,Midwest,Education,1-10,web,10,2,7.26,2,64,1,1005.17,0,2
1409,18.0,Midwest,Finance,11-50,referral,5,4,8.59,3,16,2,787.58,1,2
1410,32.0,West,SaaS,201-1000,ads,11,2,6.6,2,19,1,777.0,0,2
1411,21.0,South,SaaS,11-50,events,7,1,6.27,1,31,0,776.06,0,2
1412,47.0,West,SaaS,201-1000,ads,7,1,5.98,1,2,4,322.44,0,1
1413,31.0,Midwest,Finance,11-50,ads,12,3,5.14,1,24,1,660.96,0,2
1414,59.0,South,E-commerce,1-10,web,4,2,4.44,0,19,7,777.9,0,1
1415,48.0,South,E-commerce,201-1000,ads,4,4,5.84,0,35,1,223.13,0,1
1416,58.0,Northeast,Education,51-200,ads,9,1,7.49,0,7,2,534.36,0,1
1417,51.0,Midwest,Education,1-10,ads,7,3,4.54,1,27,2,704.52,0,1
1418,40.0,South,Healthcare,1000+,partner,8,4,6.33,0,14,2,756.1,0,2
1419,62.0,Northeast,Manufacturing,1-10,ads,8,3,6.08,2,50,3,590.09,1,1
1420,42.0,West,Education,11-50,web,8,5,10.41,0,29,1,882.77,0,2
1421,67.0,Northeast,Education,11-50,web,14,3,8.09,2,44,2,692.99,1,2
1422,69.0,Northeast,Manufacturing,51-200,web,15,7,8.05,1,14,3,1163.12,1,2
1423,48.0,West,E-commerce,201-1000,partner,11,2,8.52,1,85,2,1094.5,0,2
1424,53.0,Northeast,Education,1-10,events,10,8,,2,20,3,786.47,0,2
1425,31.0,West,Manufacturing,1000+,events,5,9,9.53,1,12,1,979.03,1,2
1426,,South,Manufacturing,51-200,referral,6,2,6.85,1,68,2,532.57,1,1
1427,52.0,Northeast,Finance,1000+,web,9,1,6.4,1,60,1,304.43,0,1
1428,64.0,South,Education,201-1000,partner,8,3,3.83,2,18,8,210.17,0,1
1429,31.0,South,Manufacturing,1000+,web,7,4,5.62,3,37,4,328.51,0,1
1430,58.0,South,Manufacturing,51-200,partner,8,3,2.61,0,65,3,594.1,0,1
1431,42.0,West,Manufacturing,11-50,referral,9,3,5.95,1,84,0,772.9,0,2
1432,27.0,South,Education,11-50,events,6,1,5.23,1,28,1,842.92,0,2
1433,26.0,South,Healthcare,51-200,partner,11,5,5.62,1,0,2,506.14,1,2
1434,47.0,Midwest,Education,11-50,partner,7,3,3.45,2,8,0,302.19,0,1
1435,34.0,South,Healthcare,201-1000,ads,4,2,8.05,1,6,1,678.2,0,1
1436,23.0,West,Education,1-10,events,10,3,7.8,2,5,3,818.48,0,2
1437,40.0,South,Education,201-1000,ads,10,2,10.22,1,10,5,830.07,1,2
1438,51.0,South,Manufacturing,11-50,partner,10,2,10.16,0,178,2,592.91,0,0
1439,34.0,Midwest,Finance,1000+,referral,9,4,6.84,4,11,2,600.43,0,2
1440,67.0,South,Healthcare,1-10,ads,5,3,8.75,0,6,1,831.28,0,1
1441,58.0,West,SaaS,1-10,events,7,2,7.07,0,7,3,698.82,0,1
1442,44.0,Northeast,Finance,201-1000,referral,8,4,5.56,0,59,1,491.87,1,1
1443,66.0,Northeast,Finance,201-1000,web,7,5,5.89,0,160,4,675.89,0,0
1444,40.0,South,Finance,201-1000,referral,9,2,7.91,2,22,1,609.73,1,2
1445,25.0,South,Education,1000+,referral,8,3,15.49,1,79,2,396.86,0,0
1446,19.0,South,Manufacturing,11-50,ads,6,4,9.07,1,14,2,679.17,0,2
1447,66.0,Northeast,SaaS,201-1000,web,8,1,7.04,2,129,5,733.41,0,0
1448,67.0,Midwest,Healthcare,11-50,web,9,3,7.56,2,49,4,1209.04,0,2
1449,56.0,South,Education,51-200,referral,5,1,7.54,0,9,3,541.59,0,1
1450,23.0,South,Education,11-50,ads,5,6,6.3,0,8,3,922.12,0,2
1451,33.0,South,Education,1-10,web,8,2,8.16,3,29,1,807.74,0,2
1452,20.0,South,Education,51-200,referral,7,4,6.16,1,3,2,967.09,1,2
1453,20.0,South,Manufacturing,201-1000,referral,10,4,4.27,0,21,5,548.47,0,2
1454,30.0,West,Manufacturing,1-10,web,7,4,7.56,1,41,2,957.12,0,2
1455,47.0,South,Finance,1000+,referral,4,2,7.85,0,87,2,1028.83,0,0
1456,21.0,South,E-commerce,51-200,referral,7,2,6.18,1,89,0,912.13,0,2
1457,69.0,South,Finance,1-10,web,11,0,7.18,4,19,2,1057.33,0,2
1458,41.0,Northeast,Education,51-200,partner,7,6,8.61,3,31,2,1022.55,1,2
1459,31.0,Midwest,SaaS,1-10,web,14,3,6.39,1,73,2,917.17,0,2
1460,44.0,South,Education,1-10,ads,11,3,5.52,1,62,2,425.61,0,1
1461,59.0,West,Finance,51-200,partner,10,4,4.94,2,2,0,236.58,0,1
1462,34.0,South,Manufacturing,1-10,events,12,1,5.94,3,6,1,795.88,1,2
1463,20.0,Northeast,E-commerce,1-10,ads,13,5,9.88,0,58,4,663.05,0,2
1464,20.0,South,Manufacturing,201-1000,ads,10,2,6.06,4,32,0,770.05,0,2
1465,62.0,Midwest,Healthcare,1-10,partner,7,1,7.29,1,44,2,645.89,0,1
1466,23.0,South,Finance,201-1000,events,3,1,5.79,0,56,0,230.33,0,1
1467,51.0,West,Finance,201-1000,referral,8,2,5.6,1,104,3,1390.17,0,2
1468,37.0,South,Finance,1-10,partner,5,2,4.57,2,243,2,589.95,0,0
1469,58.0,South,Manufacturing,51-200,ads,5,4,6.72,3,13,2,398.26,1,1
1470,21.0,Midwest,E-commerce,1-10,web,6,2,5.36,1,26,2,260.11,0,1
1471,64.0,Midwest,Education,51-200,partner,8,2,9.3,2,65,0,202.55,0,1
1472,54.0,West,Manufacturing,1-10,events,11,9,6.26,0,40,3,1042.58,1,2
1473,41.0,South,E-commerce,1000+,web,5,4,6.4,3,45,1,295.26,0,1
1474,28.0,South,E-commerce,11-50,web,13,2,6.1,2,36,2,682.26,0,2
1475,68.0,Midwest,Healthcare,51-200,events,7,2,7.32,1,41,2,517.65,0,1
1476,33.0,Northeast,Education,1-10,ads,8,3,9.78,1,0,1,722.82,0,2
1477,43.0,Northeast,Manufacturing,11-50,referral,9,5,4.21,1,16,1,780.09,0,2
1478,38.0,Northeast,Education,51-200,partner,4,6,7.11,1,26,2,298.68,0,1
1479,29.0,Midwest,Education,51-200,referral,5,0,3.05,2,29,2,349.97,0,1
1480,39.0,West,Healthcare,1000+,referral,6,1,9.19,0,7,1,705.28,0,1
1481,25.0,South,Finance,1-10,referral,10,1,6.26,0,90,4,377.32,0,0
1482,18.0,Midwest,E-commerce,1-10,ads,9,1,3.21,2,81,1,617.51,1,2
1483,33.0,Northeast,Healthcare,11-50,web,7,3,,1,31,2,420.83,0,1
1484,23.0,Midwest,E-commerce,11-50,referral,8,3,8.29,1,138,4,1077.85,0,0
1485,39.0,West,SaaS,201-1000,referral,4,4,2.84,0,275,2,593.01,1,0
1486,62.0,Midwest,Manufacturing,1000+,web,14,2,7.11,1,34,2,964.96,1,2
1487,26.0,West,Education,201-1000,partner,9,4,5.56,1,7,2,873.38,1,2
1488,18.0,West,Finance,1-10,web,9,4,6.07,2,57,4,756.96,0,2
1489,23.0,Northeast,SaaS,11-50,events,11,3,5.02,1,4,1,409.36,1,2
1490,44.0,South,SaaS,201-1000,web,7,3,4.4,1,79,2,1007.61,1,2
1491,32.0,West,SaaS,11-50,referral,12,6,5.43,0,53,1,862.28,1,2
1492,43.0,Midwest,Education,51-200,web,11,3,7.76,1,2,5,311.13,0,1
1493,19.0,Northeast,E-commerce,11-50,referral,7,5,5.86,2,41,2,93.86,0,1
1494,35.0,West,E-commerce,11-50,partner,8,4,7.43,1,7,2,568.32,0,2
1495,39.0,West,Manufacturing,201-1000,web,10,4,5.97,2,257,3,1054.96,0,0
1496,40.0,South,Manufacturing,11-50,ads,4,3,7.84,0,75,0,507.07,0,1
1497,46.0,South,Education,1000+,partner,10,1,7.41,3,69,0,580.61,1,1
1498,58.0,Northeast,E-commerce,11-50,ads,5,4,5.31,0,28,2,611.1,1,1
1499,42.0,West,Finance,1-10,web,9,2,4.4,2,43,7,1119.87,1,2
1500,61.0,South,E-commerce,11-50,partner,10,2,8.6,2,140,3,296.22,0,0
1501,45.0,Northeast,Manufacturing,1-10,web,9,1,4.71,2,2,3,570.64,0,1
1502,31.0,South,SaaS,51-200,web,6,3,7.6,0,109,4,300.03,0,0
1503,29.0,West,Education,1-10,ads,5,3,6.57,2,6,2,548.48,0,1
1504,34.0,West,Finance,51-200,referral,8,1,5.48,1,90,1,520.1,0,1
1505,49.0,Midwest,Education,201-1000,web,4,3,7.44,2,30,3,486.79,0,1
1506,30.0,Northeast,Healthcare,11-50,partner,9,3,9.51,2,1,0,949.26,1,2
1507,65.0,West,SaaS,1-10,ads,11,1,7.88,0,30,4,857.92,0,1
1508,42.0,West,Education,11-50,events,6,2,6.78,1,6,3,752.11,1,1
1509,62.0,South,Finance,201-1000,ads,6,2,10.07,0,17,2,998.59,0,1
1510,53.0,South,Healthcare,51-200,ads,10,2,2.82,1,25,2,666.87,0,1
1511,35.0,South,Healthcare,1-10,events,8,0,4.05,1,17,1,923.73,0,2
1512,29.0,Midwest,Healthcare,51-200,web,12,0,5.48,4,96,0,507.15,0,2
1513,56.0,Northeast,Healthcare,51-200,referral,8,1,9.62,0,104,2,619.35,0,0
1514,35.0,Northeast,E-commerce,11-50,partner,10,3,8.57,0,7,0,1458.98,1,2
1515,30.0,Midwest,E-commerce,1-10,referral,15,3,2.72,3,5,4,441.46,1,2
1516,66.0,West,E-commerce,1000+,events,11,1,5.54,1,7,2,547.24,0,1
1517,43.0,Northeast,SaaS,1-10,referral,5,1,3.59,1,27,1,480.12,0,1
1518,20.0,Midwest,Manufacturing,1-10,ads,13,3,6.41,0,6,1,739.42,1,2
1519,43.0,South,E-commerce,1-10,events,6,3,8.48,0,29,2,1083.6,0,2
1520,41.0,Northeast,SaaS,51-200,referral,8,4,8.65,0,46,1,846.3,1,2
1521,62.0,Northeast,SaaS,11-50,events,6,5,7.09,4,27,3,520.03,0,1
1522,55.0,South,Manufacturing,11-50,web,7,5,5.56,0,11,1,714.14,1,1
1523,27.0,Midwest,Healthcare,11-50,referral,15,5,6.29,0,62,1,949.2,0,2
1524,25.0,South,E-commerce,51-200,ads,10,3,8.0,0,20,4,859.74,0,2
1525,49.0,West,Healthcare,11-50,ads,10,2,11.66,1,140,1,964.03,0,0
1526,20.0,Northeast,SaaS,1000+,events,12,1,3.89,2,54,3,1000.1,1,2
1527,34.0,West,E-commerce,11-50,events,10,1,10.0,3,1,2,865.27,0,2
1528,25.0,West,E-commerce,1-10,partner,9,6,7.04,1,110,2,723.63,0,2
1529,19.0,West,Education,1000+,partner,11,6,8.3,1,69,3,1468.66,0,2
1530,65.0,South,SaaS,201-1000,referral,4,2,6.91,1,124,1,310.62,0,1
1531,22.0,South,Healthcare,11-50,events,5,0,9.59,1,21,4,658.21,0,1
1532,18.0,South,Education,201-1000,partner,4,4,7.23,1,29,3,517.07,0,2
1533,66.0,South,Manufacturing,51-200,web,9,4,5.07,2,17,2,587.59,0,1
1534,27.0,Northeast,Finance,11-50,events,6,3,7.49,0,121,2,828.36,0,0
1535,60.0,West,E-commerce,201-1000,referral,8,1,8.98,3,4,3,1057.91,0,2
1536,19.0,South,,201-1000,ads,5,3,6.5,0,31,0,519.9,0,1
1537,25.0,West,E-commerce,11-50,ads,7,3,1.94,1,13,1,644.77,0,2
1538,23.0,Midwest,,51-200,events,7,3,6.25,0,69,1,547.65,0,2
1539,54.0,Northeast,E-commerce,11-50,referral,4,4,6.72,0,209,2,197.5,0,0
1540,50.0,South,Finance,1-10,referral,12,2,6.4,4,11,1,694.18,1,2
1541,42.0,South,Finance,1000+,web,12,4,5.41,1,45,2,594.62,1,2
1542,30.0,Midwest,Manufacturing,51-200,referral,8,4,9.41,1,63,1,745.66,1,2
1543,22.0,Midwest,Healthcare,51-200,web,9,5,1.28,1,3,0,1190.94,1,2
1544,47.0,Midwest,Manufacturing,51-200,ads,8,6,6.71,0,59,4,803.66,0,2
1545,29.0,South,Healthcare,51-200,events,11,5,6.74,0,15,5,360.77,0,2
1546,48.0,Midwest,Education,11-50,ads,10,2,11.11,0,23,5,710.89,1,2
1547,53.0,West,Finance,1000+,events,14,2,6.47,1,60,2,483.37,0,2
1548,62.0,Northeast,Education,51-200,events,11,1,7.48,2,114,2,736.2,0,0
1549,,Midwest,Healthcare,51-200,web,10,2,6.78,4,101,3,575.94,0,2
1550,18.0,Midwest,Education,51-200,ads,9,4,6.71,2,0,1,366.69,0,2
1551,32.0,South,Healthcare,11-50,ads,6,5,10.38,3,3,5,1174.72,0,2
1552,62.0,South,Healthcare,1-10,referral,10,3,4.05,0,38,2,991.49,0,2
1553,45.0,South,Healthcare,11-50,events,7,3,5.03,1,9,3,948.41,0,2
1554,50.0,West,Education,1-10,referral,7,7,8.16,1,91,1,313.64,0,1
1555,41.0,Midwest,Finance,51-200,web,12,5,7.07,1,17,4,1132.71,0,2
1556,26.0,South,SaaS,201-1000,ads,8,1,5.88,2,68,0,713.12,0,2
1557,,Northeast,Education,11-50,referral,5,4,6.34,0,75,1,253.55,0,1
1558,58.0,Midwest,Education,11-50,referral,9,1,8.51,2,36,1,476.38,0,1
1559,69.0,South,SaaS,51-200,ads,8,3,7.57,1,172,2,479.67,0,0
1560,62.0,Northeast,Manufacturing,1-10,partner,10,5,4.93,1,48,5,787.88,0,2
1561,33.0,South,,1000+,referral,8,2,7.02,1,113,2,805.16,0,0
1562,31.0,South,SaaS,11-50,referral,10,1,6.39,1,98,3,312.18,0,0
1563,30.0,South,Healthcare,1-10,web,5,5,7.53,4,58,5,1252.02,0,2
1564,65.0,South,Manufacturing,1-10,referral,9,2,5.79,0,17,3,728.28,1,1
1565,46.0,South,,1000+,ads,4,3,3.84,0,13,2,497.48,0,1
1566,41.0,Midwest,Manufacturing,11-50,partner,11,5,7.98,3,7,1,1025.32,1,2
1567,68.0,Northeast,Healthcare,51-200,referral,7,2,7.71,0,51,0,730.63,1,1
1568,49.0,Northeast,E-commerce,1-10,web,9,5,9.61,3,33,4,631.79,0,2
1569,65.0,South,Healthcare,1-10,ads,7,5,,3,3,4,416.13,0,1
1570,69.0,West,Finance,201-1000,partner,5,2,6.35,0,3,2,918.48,0,1
1571,22.0,Northeast,Education,1-10,web,4,3,5.99,0,24,2,83.64,0,1
1572,36.0,South,Manufacturing,1-10,ads,9,3,5.63,2,2,2,669.65,0,2
1573,56.0,South,E-commerce,51-200,web,10,2,3.11,2,19,4,139.72,0,1
1574,60.0,West,Manufacturing,201-1000,ads,6,2,4.15,1,24,2,591.43,0,1
1575,25.0,South,Finance,11-50,partner,6,1,7.1,0,9,0,410.95,0,1
1576,,South,SaaS,1-10,partner,10,1,5.4,0,36,3,270.49,0,1
1577,46.0,South,Manufacturing,1000+,partner,9,4,4.68,2,33,3,439.68,0,1
1578,59.0,West,Healthcare,51-200,partner,5,6,9.65,1,108,2,558.61,0,0
1579,23.0,Northeast,Finance,201-1000,referral,7,5,11.72,1,49,0,751.53,1,2
1580,49.0,West,Education,201-1000,events,12,3,6.38,3,33,1,317.17,0,1
1581,33.0,Northeast,SaaS,51-200,referral,14,4,3.2,3,7,2,349.28,1,2
1582,29.0,West,E-commerce,11-50,referral,12,1,7.37,0,58,1,620.7,0,2
1583,44.0,Northeast,Education,11-50,partner,11,3,1.91,2,29,3,1157.14,0,2
1584,39.0,Northeast,,201-1000,referral,4,9,3.53,0,0,2,782.08,0,2
1585,51.0,Northeast,SaaS,201-1000,web,8,2,7.41,1,66,3,601.37,0,1
1586,34.0,Midwest,SaaS,1000+,partner,10,4,3.46,1,26,2,845.43,0,2
1587,60.0,Midwest,Education,51-200,partner,10,5,5.85,1,10,2,643.73,1,2
1588,22.0,Northeast,SaaS,11-50,ads,6,1,3.24,1,171,0,44.68,0,0
1589,62.0,Midwest,SaaS,51-200,web,7,2,,0,5,1,739.25,0,1
1590,19.0,Midwest,Finance,51-200,partner,13,6,8.97,1,44,3,854.21,0,2
1591,56.0,West,SaaS,11-50,web,10,5,5.15,1,98,1,791.55,0,2
1592,36.0,West,Finance,201-1000,ads,8,5,,3,21,3,758.02,1,2
1593,37.0,South,Finance,51-200,ads,3,5,4.71,1,5,4,674.89,0,1
1594,18.0,Northeast,Finance,1-10,partner,8,3,4.86,2,27,6,531.13,0,2
1595,54.0,Midwest,Healthcare,51-200,events,10,4,4.67,0,4,3,706.86,0,2
1596,26.0,West,Education,51-200,web,8,3,8.23,2,149,0,406.38,0,0
1597,52.0,Northeast,Finance,1000+,web,7,4,3.39,1,124,1,550.85,0,1
